gender,region,highest_education,age_interval,studied_credits,disability,final_result
M,North Western Region,HE Qualification,0-35,60,N,Withdrawn
M,West Midlands Region,Lower Than A Level,0-35,90,N,Withdrawn
M,Yorkshire Region,Lower Than A Level,0-35,60,N,Fail
F,Ireland,A Level or Equivalent,35-55,60,N,Pass
M,Scotland,A Level or Equivalent,0-35,60,N,Distinction
M,South East Region,A Level or Equivalent,0-35,60,N,Distinction
M,Wales,HE Qualification,35-55,60,N,Distinction
F,Yorkshire Region,Lower Than A Level,0-35,120,N,Withdrawn
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Distinction
M,South Region,A Level or Equivalent,35-55,60,N,Pass
M,Scotland,Lower Than A Level,0-35,60,Y,Fail
M,Wales,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Region,Lower Than A Level,0-35,70,N,Pass
M,East Anglian Region,HE Qualification,35-55,60,N,Pass
M,South West Region,HE Qualification,35-55,60,N,Withdrawn
F,East Anglian Region,Lower Than A Level,0-35,60,Y,Fail
M,South Region,Lower Than A Level,35-55,120,Y,Distinction
F,Scotland,HE Qualification,0-35,60,N,Withdrawn
F,South East Region,Lower Than A Level,0-35,60,N,Withdrawn
M,Yorkshire Region,A Level or Equivalent,0-35,90,N,Withdrawn
M,Wales,Lower Than A Level,0-35,60,N,Fail
F,Scotland,HE Qualification,35-55,60,N,Withdrawn
M,Scotland,A Level or Equivalent,0-35,90,Y,Pass
M,South Region,A Level or Equivalent,0-35,60,N,Pass
M,North Western Region,Lower Than A Level,0-35,120,N,Withdrawn
M,London Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,Scotland,HE Qualification,0-35,60,N,Pass
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Distinction
M,London Region,Lower Than A Level,0-35,90,N,Fail
F,East Anglian Region,Lower Than A Level,0-35,60,N,Withdrawn
M,London Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Region,Lower Than A Level,0-35,90,N,Fail
F,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South Region,A Level or Equivalent,0-35,70,N,Pass
M,North Region,Lower Than A Level,0-35,70,N,Pass
M,East Midlands Region,Lower Than A Level,0-35,60,N,Withdrawn
F,North Western Region,A Level or Equivalent,0-35,60,Y,Withdrawn
M,London Region,Lower Than A Level,35-55,60,N,Pass
F,East Anglian Region,A Level or Equivalent,0-35,60,Y,Withdrawn
F,North Region,Lower Than A Level,35-55,60,N,Pass
M,East Anglian Region,Lower Than A Level,0-35,60,N,Withdrawn
F,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,South East Region,Lower Than A Level,0-35,90,N,Withdrawn
M,North Western Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South Region,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,HE Qualification,35-55,120,N,Fail
F,Scotland,HE Qualification,0-35,60,N,Pass
F,Scotland,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Region,HE Qualification,35-55,90,N,Pass
M,East Anglian Region,A Level or Equivalent,35-55,60,N,Pass
F,North Region,HE Qualification,35-55,60,N,Pass
M,South West Region,Lower Than A Level,0-35,60,N,Fail
M,South Region,A Level or Equivalent,0-35,60,N,Fail
M,East Midlands Region,Lower Than A Level,0-35,90,N,Fail
M,South Region,HE Qualification,0-35,60,N,Pass
F,East Anglian Region,Lower Than A Level,35-55,120,N,Withdrawn
M,South West Region,A Level or Equivalent,0-35,60,N,Pass
F,East Anglian Region,A Level or Equivalent,0-35,90,Y,Withdrawn
F,South West Region,A Level or Equivalent,0-35,90,Y,Pass
M,Wales,Lower Than A Level,35-55,60,N,Fail
F,South Region,Lower Than A Level,0-35,60,Y,Withdrawn
M,Wales,HE Qualification,35-55,60,N,Distinction
M,South West Region,A Level or Equivalent,0-35,60,N,Fail
F,East Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,East Midlands Region,Lower Than A Level,35-55,60,N,Withdrawn
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Pass
F,Scotland,HE Qualification,35-55,60,N,Distinction
F,East Anglian Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South East Region,A Level or Equivalent,0-35,60,Y,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,N,Fail
F,South Region,HE Qualification,35-55,60,N,Withdrawn
F,North Region,Lower Than A Level,0-35,60,N,Pass
M,East Anglian Region,HE Qualification,0-35,60,Y,Distinction
M,Ireland,HE Qualification,0-35,60,N,Withdrawn
F,Scotland,HE Qualification,0-35,60,N,Pass
F,North Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South Region,Lower Than A Level,0-35,60,N,Withdrawn
F,Scotland,Lower Than A Level,0-35,75,N,Fail
F,Yorkshire Region,A Level or Equivalent,0-35,60,Y,Withdrawn
F,South Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,Scotland,Lower Than A Level,0-35,60,N,Fail
M,North Western Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South West Region,HE Qualification,35-55,60,N,Pass
M,Scotland,HE Qualification,0-35,60,N,Pass
M,South West Region,Lower Than A Level,0-35,90,N,Pass
F,East Anglian Region,HE Qualification,35-55,120,N,Fail
M,North Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,South Region,A Level or Equivalent,0-35,60,N,Fail
M,West Midlands Region,Lower Than A Level,0-35,90,N,Withdrawn
F,North Western Region,A Level or Equivalent,0-35,60,N,Fail
M,East Anglian Region,Lower Than A Level,55<=,60,N,Pass
M,Ireland,A Level or Equivalent,0-35,60,N,Pass
M,South Region,HE Qualification,0-35,60,N,Distinction
F,East Anglian Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South Region,A Level or Equivalent,35-55,60,N,Distinction
M,South Region,Lower Than A Level,0-35,60,N,Fail
F,Wales,A Level or Equivalent,0-35,60,N,Withdrawn
M,Scotland,Lower Than A Level,35-55,60,N,Withdrawn
F,South West Region,A Level or Equivalent,0-35,90,Y,Withdrawn
M,London Region,A Level or Equivalent,0-35,60,N,Pass
M,West Midlands Region,Lower Than A Level,0-35,60,N,Pass
M,London Region,A Level or Equivalent,0-35,90,N,Distinction
M,Ireland,A Level or Equivalent,0-35,60,N,Fail
M,London Region,Lower Than A Level,0-35,60,N,Fail
M,Wales,Lower Than A Level,0-35,60,N,Pass
M,North Western Region,A Level or Equivalent,35-55,60,Y,Distinction
M,Scotland,HE Qualification,0-35,60,N,Distinction
F,South East Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South Region,Lower Than A Level,0-35,120,N,Withdrawn
F,East Midlands Region,Lower Than A Level,0-35,60,N,Pass
M,North Western Region,Lower Than A Level,0-35,60,N,Distinction
M,North Western Region,Lower Than A Level,0-35,60,N,Fail
M,North Western Region,HE Qualification,35-55,60,N,Pass
F,North Western Region,A Level or Equivalent,0-35,120,N,Fail
F,Scotland,A Level or Equivalent,0-35,60,N,Distinction
M,South West Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South Region,Lower Than A Level,0-35,60,N,Fail
F,South Region,A Level or Equivalent,0-35,90,N,Pass
M,South Region,A Level or Equivalent,0-35,60,Y,Fail
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,East Midlands Region,A Level or Equivalent,0-35,60,Y,Withdrawn
M,North Western Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,South Region,Lower Than A Level,0-35,60,N,Pass
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Fail
M,London Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,Scotland,HE Qualification,0-35,60,N,Pass
M,South East Region,A Level or Equivalent,0-35,60,N,Fail
M,South West Region,Lower Than A Level,0-35,60,N,Fail
F,South East Region,A Level or Equivalent,0-35,120,N,Withdrawn
M,London Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South Region,Lower Than A Level,35-55,60,N,Fail
M,North Western Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South East Region,Lower Than A Level,0-35,60,N,Pass
F,East Anglian Region,A Level or Equivalent,35-55,60,N,Distinction
M,South East Region,HE Qualification,0-35,60,N,Withdrawn
M,North Region,A Level or Equivalent,0-35,60,N,Fail
F,South East Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,South West Region,A Level or Equivalent,0-35,60,N,Fail
F,East Midlands Region,Lower Than A Level,35-55,60,Y,Withdrawn
F,London Region,HE Qualification,0-35,60,N,Fail
F,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,London Region,A Level or Equivalent,35-55,60,Y,Pass
F,Wales,A Level or Equivalent,0-35,90,N,Fail
F,London Region,A Level or Equivalent,35-55,90,N,Withdrawn
F,North Region,A Level or Equivalent,35-55,60,N,Pass
M,Scotland,A Level or Equivalent,0-35,60,N,Withdrawn
F,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Fail
M,Yorkshire Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,Scotland,A Level or Equivalent,0-35,120,N,Withdrawn
M,Ireland,Post Graduate Qualification,0-35,90,N,Distinction
F,West Midlands Region,HE Qualification,35-55,60,N,Pass
M,Wales,A Level or Equivalent,0-35,60,N,Pass
M,North Western Region,Lower Than A Level,0-35,60,N,Pass
M,East Anglian Region,Lower Than A Level,35-55,60,N,Withdrawn
M,London Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,North Western Region,A Level or Equivalent,35-55,90,N,Pass
M,South Region,A Level or Equivalent,0-35,90,N,Distinction
F,North Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South Region,Lower Than A Level,0-35,60,Y,Withdrawn
M,South Region,Lower Than A Level,35-55,120,N,Fail
F,London Region,HE Qualification,0-35,60,N,Pass
M,Yorkshire Region,A Level or Equivalent,0-35,60,N,Fail
M,North Region,Lower Than A Level,0-35,60,N,Withdrawn
M,Scotland,A Level or Equivalent,0-35,60,N,Pass
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,South East Region,Lower Than A Level,0-35,60,N,Withdrawn
F,North Region,HE Qualification,0-35,60,N,Distinction
F,East Anglian Region,A Level or Equivalent,0-35,60,N,Fail
M,London Region,A Level or Equivalent,35-55,60,N,Withdrawn
M,South East Region,Lower Than A Level,35-55,60,N,Fail
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
F,North Western Region,Lower Than A Level,0-35,60,N,Pass
M,East Anglian Region,A Level or Equivalent,0-35,120,N,Fail
F,Wales,A Level or Equivalent,0-35,60,N,Withdrawn
M,London Region,Lower Than A Level,0-35,60,N,Withdrawn
M,North Western Region,Lower Than A Level,0-35,60,N,Distinction
M,London Region,Lower Than A Level,35-55,60,N,Fail
M,East Anglian Region,Lower Than A Level,0-35,60,N,Pass
F,North Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Region,Lower Than A Level,35-55,60,N,Withdrawn
M,Yorkshire Region,Lower Than A Level,0-35,90,N,Fail
M,Scotland,HE Qualification,0-35,60,Y,Pass
F,East Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,Lower Than A Level,35-55,60,N,Fail
M,North Western Region,Lower Than A Level,0-35,60,N,Pass
F,Scotland,Post Graduate Qualification,0-35,60,N,Pass
M,South East Region,Lower Than A Level,0-35,60,N,Withdrawn
M,East Midlands Region,HE Qualification,0-35,60,N,Distinction
F,North Region,Lower Than A Level,0-35,120,N,Withdrawn
M,Ireland,Lower Than A Level,35-55,60,N,Distinction
M,North Region,Post Graduate Qualification,35-55,60,N,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,N,Fail
F,South Region,A Level or Equivalent,0-35,60,Y,Distinction
F,London Region,HE Qualification,0-35,60,N,Pass
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,South Region,A Level or Equivalent,0-35,90,N,Withdrawn
M,Yorkshire Region,Lower Than A Level,0-35,60,N,Withdrawn
M,Yorkshire Region,A Level or Equivalent,0-35,60,N,Fail
M,East Anglian Region,HE Qualification,0-35,90,N,Pass
M,Wales,HE Qualification,0-35,60,N,Pass
F,South East Region,Lower Than A Level,35-55,60,N,Pass
F,East Anglian Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,Scotland,A Level or Equivalent,0-35,60,N,Withdrawn
F,South East Region,Lower Than A Level,0-35,60,N,Withdrawn
M,Wales,Lower Than A Level,0-35,60,N,Withdrawn
F,North Western Region,A Level or Equivalent,0-35,60,N,Fail
M,South Region,A Level or Equivalent,0-35,60,N,Fail
M,North Western Region,HE Qualification,0-35,60,N,Withdrawn
F,Scotland,A Level or Equivalent,0-35,120,N,Pass
F,Scotland,Lower Than A Level,0-35,60,Y,Distinction
F,South West Region,A Level or Equivalent,0-35,60,N,Pass
F,East Midlands Region,A Level or Equivalent,0-35,60,N,Distinction
M,South Region,HE Qualification,0-35,60,N,Pass
F,London Region,A Level or Equivalent,0-35,60,N,Fail
M,Wales,HE Qualification,0-35,60,N,Pass
F,Yorkshire Region,A Level or Equivalent,0-35,120,N,Withdrawn
M,South Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,Wales,A Level or Equivalent,0-35,60,N,Fail
M,Wales,Lower Than A Level,0-35,90,N,Distinction
M,South Region,A Level or Equivalent,35-55,60,N,Distinction
M,North Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,Ireland,A Level or Equivalent,0-35,60,N,Distinction
M,Scotland,HE Qualification,0-35,60,N,Pass
F,South Region,Lower Than A Level,0-35,60,N,Withdrawn
F,North Western Region,Lower Than A Level,0-35,60,N,Fail
F,South West Region,A Level or Equivalent,0-35,60,N,Fail
M,East Midlands Region,Lower Than A Level,0-35,60,N,Withdrawn
M,North Western Region,Lower Than A Level,35-55,60,N,Pass
M,North Region,A Level or Equivalent,0-35,60,N,Pass
F,South West Region,A Level or Equivalent,0-35,60,N,Pass
M,Wales,Lower Than A Level,0-35,90,N,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,N,Fail
M,Wales,HE Qualification,0-35,60,N,Pass
M,Wales,A Level or Equivalent,35-55,60,Y,Withdrawn
M,Scotland,A Level or Equivalent,0-35,60,N,Pass
F,West Midlands Region,A Level or Equivalent,0-35,120,N,Fail
M,North Western Region,A Level or Equivalent,0-35,60,N,Pass
F,Scotland,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,HE Qualification,0-35,60,N,Distinction
M,South East Region,Lower Than A Level,35-55,120,N,Pass
F,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,West Midlands Region,Lower Than A Level,0-35,60,N,Withdrawn
M,Scotland,A Level or Equivalent,0-35,60,N,Distinction
F,South West Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,London Region,HE Qualification,0-35,60,N,Distinction
M,South West Region,Lower Than A Level,35-55,60,Y,Fail
F,North Region,A Level or Equivalent,0-35,60,Y,Withdrawn
M,Yorkshire Region,Lower Than A Level,0-35,60,N,Withdrawn
F,East Anglian Region,A Level or Equivalent,0-35,60,N,Fail
F,East Anglian Region,A Level or Equivalent,0-35,120,N,Withdrawn
F,South East Region,A Level or Equivalent,0-35,60,N,Pass
M,South West Region,A Level or Equivalent,0-35,60,N,Pass
F,West Midlands Region,A Level or Equivalent,0-35,60,N,Distinction
M,South East Region,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,HE Qualification,0-35,60,N,Withdrawn
M,South East Region,Lower Than A Level,0-35,60,N,Pass
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,North Western Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South East Region,Lower Than A Level,0-35,60,Y,Distinction
M,London Region,A Level or Equivalent,35-55,60,N,Pass
F,East Anglian Region,A Level or Equivalent,0-35,60,N,Withdrawn
F,South Region,A Level or Equivalent,0-35,60,Y,Pass
F,South Region,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,HE Qualification,0-35,60,N,Pass
M,South West Region,A Level or Equivalent,0-35,60,Y,Pass
M,South Region,A Level or Equivalent,0-35,120,N,Withdrawn
F,West Midlands Region,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,A Level or Equivalent,0-35,90,N,Distinction
M,North Western Region,Lower Than A Level,35-55,60,N,Pass
M,South Region,A Level or Equivalent,0-35,60,N,Distinction
F,South East Region,Lower Than A Level,35-55,60,N,Pass
M,South Region,Lower Than A Level,0-35,120,Y,Withdrawn
M,East Anglian Region,A Level or Equivalent,0-35,60,Y,Withdrawn
F,East Midlands Region,Lower Than A Level,0-35,60,N,Pass
F,Scotland,HE Qualification,35-55,60,N,Distinction
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,Wales,A Level or Equivalent,0-35,60,N,Pass
M,Scotland,A Level or Equivalent,0-35,60,Y,Fail
M,Scotland,A Level or Equivalent,0-35,60,N,Withdrawn
M,Ireland,A Level or Equivalent,0-35,60,N,Pass
F,North Region,A Level or Equivalent,0-35,90,N,Fail
M,London Region,A Level or Equivalent,0-35,60,N,Pass
M,Yorkshire Region,Lower Than A Level,0-35,60,N,Withdrawn
M,South Region,HE Qualification,35-55,60,N,Distinction
M,East Anglian Region,A Level or Equivalent,35-55,60,N,Withdrawn
F,North Western Region,A Level or Equivalent,0-35,90,Y,Withdrawn
M,East Anglian Region,A Level or Equivalent,0-35,60,N,Fail
M,Wales,HE Qualification,0-35,90,N,Distinction
M,South West Region,A Level or Equivalent,0-35,60,N,Fail
M,Wales,A Level or Equivalent,35-55,60,N,Withdrawn
M,Scotland,Lower Than A Level,0-35,60,N,Withdrawn
M,East Anglian Region,A Level or Equivalent,0-35,200,N,Withdrawn
M,North Region,HE Qualification,35-55,90,N,Distinction
M,North Region,Lower Than A Level,0-35,120,N,Withdrawn
M,North Western Region,A Level or Equivalent,0-35,60,N,Pass
M,South East Region,A Level or Equivalent,0-35,90,Y,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,Y,Pass
M,South West Region,Lower Than A Level,0-35,60,N,Fail
M,London Region,A Level or Equivalent,0-35,60,N,Distinction
F,North Western Region,A Level or Equivalent,0-35,60,Y,Pass
F,Yorkshire Region,A Level or Equivalent,0-35,60,N,Pass
M,North Western Region,A Level or Equivalent,0-35,60,N,Fail
F,North Western Region,Lower Than A Level,0-35,60,N,Withdrawn
M,Scotland,HE Qualification,0-35,60,N,Pass
M,North Region,A Level or Equivalent,0-35,60,N,Pass
M,Ireland,A Level or Equivalent,0-35,90,N,Fail
M,South Region,Lower Than A Level,0-35,90,N,Pass
M,South Region,A Level or Equivalent,0-35,60,Y,Withdrawn
F,East Midlands Region,A Level or Equivalent,0-35,90,N,Pass
M,Yorkshire Region,Lower Than A Level,0-35,60,N,Fail
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Region,HE Qualification,0-35,60,N,Withdrawn
F,South West Region,A Level or Equivalent,0-35,60,N,Pass
M,North Region,Lower Than A Level,0-35,90,N,Withdrawn
M,North Region,Lower Than A Level,0-35,60,N,Withdrawn
F,South East Region,HE Qualification,35-55,60,N,Distinction
F,East Anglian Region,A Level or Equivalent,0-35,90,N,Pass
M,Scotland,Lower Than A Level,0-35,60,N,Pass
F,Scotland,Lower Than A Level,0-35,60,N,Distinction
M,London Region,Lower Than A Level,35-55,60,N,Pass
M,South Region,Lower Than A Level,0-35,60,N,Withdrawn
F,South East Region,HE Qualification,35-55,60,N,Pass
M,Scotland,A Level or Equivalent,0-35,60,N,Fail
M,East Midlands Region,A Level or Equivalent,0-35,120,N,Pass
F,South East Region,Lower Than A Level,0-35,60,N,Fail
M,West Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,North Western Region,A Level or Equivalent,0-35,60,N,Pass
M,North Western Region,A Level or Equivalent,0-35,60,N,Fail
F,North Region,A Level or Equivalent,0-35,60,N,Pass
M,South East Region,HE Qualification,35-55,60,N,Fail
F,North Region,Post Graduate Qualification,0-35,60,N,Pass
M,North Region,Post Graduate Qualification,0-35,60,N,Distinction
M,East Midlands Region,A Level or Equivalent,0-35,60,N,Withdrawn
M,East Anglian Region,Lower Than A Level,0-35,60,N,Pass
